Artist,Album Title,Track Title,Track Position,Duration,Producer,Remixer,Release Date,Catalog Number,Label,release_id
Jennifer Paige,Crush (The Remixes),Crush (David Morales Intro Piece),A2,1:40,"Andy Goldmark, Jimmy Bralower",David Morales,1998,"0043210ERE, edel 0043210ERE","Edel Records, Edel Records",61946
Jennifer Paige,Crush (The Remixes),Crush (David Morales Club Mix No Strings),B1,7:10,"Andy Goldmark, Jimmy Bralower",David Morales,1998,"0043210ERE, edel 0043210ERE","Edel Records, Edel Records",61946
Jennifer Paige,Crush (The Remixes),Crush (David Morales Alt Club Body),B2,7:10,"Andy Goldmark, Jimmy Bralower",David Morales,1998,"0043210ERE, edel 0043210ERE","Edel Records, Edel Records",61946
Jennifer Paige,Crush (The Remixes),Crush (Tiefschwarz Hollywood Extended Version),C1,8:03,"Andy Goldmark, Jimmy Bralower",Tiefschwarz,1998,"0043210ERE, edel 0043210ERE","Edel Records, Edel Records",61946
Jennifer Paige,Crush (The Remixes),Crush (Tiefschwarz Hollywood Deep Mix),C2,6:59,"Andy Goldmark, Jimmy Bralower",Tiefschwarz,1998,"0043210ERE, edel 0043210ERE","Edel Records, Edel Records",61946
Jennifer Paige,Crush (The Remixes),Crush (David Morales LA Crush Dub),D1,7:10,"Andy Goldmark, Jimmy Bralower",David Morales,1998,"0043210ERE, edel 0043210ERE","Edel Records, Edel Records",61946
Jennifer Paige,Crush (The Remixes),Crush (David Morales Momo's Revenge),D2,7:10,"Andy Goldmark, Jimmy Bralower",David Morales,1998,"0043210ERE, edel 0043210ERE","Edel Records, Edel Records",61946
Cleptomaniacs Feat. Bryan Chambers,All I Do (Part 2),All I Do (Tonka's Classic Club Mix),A1,5:53,,DJ Tonka,2001,0124370DEF,"Edel, Defected",181121
Cleptomaniacs Feat. Bryan Chambers,All I Do (Part 2),All I Do (Cleptomaniacs Dub),A2,6:35,,,2001,0124370DEF,"Edel, Defected",181121
Cleptomaniacs Feat. Bryan Chambers,All I Do (Part 2),All I Do (Bini & Martini Ocean Dub),B1,6:55,,Bini & Martini,2001,0124370DEF,"Edel, Defected",181121
Cleptomaniacs Feat. Bryan Chambers,All I Do (Part 2),"All I Do (Bini & Martini ""Live"" Reprise)",B2,5:38,,Bini & Martini,2001,0124370DEF,"Edel, Defected",181121
Cleptomaniacs Feat. Bryan Chambers,All I Do (Part 2),All I Do (Jinx's Hope & Pray-Appella),B3,6:21,,Jason Jinx,2001,0124370DEF,"Edel, Defected",181121
Joi Cardwell,Trouble (The Remixes),Trouble (Tom Moulton's New Edit),A1,,,,1994,EB 049,Eightball Records,23685785
Joi Cardwell,Trouble (The Remixes),Trouble (Deep Dish Dub),A2,,,,1994,EB 049,Eightball Records,23685785
Joi Cardwell,Trouble (The Remixes),Trouble (Deep Dish Vocal Remix),B1,,,,1994,EB 049,Eightball Records,23685785
Joi Cardwell,Trouble (The Remixes),Trouble (UBQ's Club Dub),B2,,,,1994,EB 049,Eightball Records,23685785
Joi Cardwell,Trouble (The Remixes),Trouble (Tom Moulton's New Edit),A1,10:43,,,1994,EB 49,Eightball Records,5093406
Joi Cardwell,Trouble (The Remixes),Trouble (Deep Dish Dub),A2,3:56,,Dubfire & Sharam; Deep Dish,1994,EB 49,Eightball Records,5093406
Joi Cardwell,Trouble (The Remixes),Trouble (Deep Dish Vocal Remix),B1,9:42,,Dubfire & Sharam; Deep Dish,1994,EB 49,Eightball Records,5093406
Joi Cardwell,Trouble (The Remixes),Trouble (UBQ's Club Dub),B2,6:53,,Aaron Smith; Terry Hunter; UBQ Project,1994,EB 49,Eightball Records,5093406
Joi Cardwell,Jump For Joi,Jump For Joi (Classic Vocal),A1,8:23,,,1994,EB 51,Eightball Records,28271584
Joi Cardwell,Jump For Joi,Jump For Joi (Spike Beats),A2,2:05,,,1994,EB 51,Eightball Records,28271584
Joi Cardwell,Jump For Joi,Jump For Joi (Spike Instrumental),B1,9:42,,,1994,EB 51,Eightball Records,28271584
Joi Cardwell,Jump For Joi,Jump For Joi (Joi's Edit),B2,4:35,,,1994,EB 51,Eightball Records,28271584
Joi Cardwell,Jump For Joi,Jump For Joi (Spike Vocal),C,9:42,,,1994,EB 51,Eightball Records,28271584
Joi Cardwell,Jump For Joi,Jump For Joi (Classic Mix),D1,7:52,,,1994,EB 51,Eightball Records,28271584
Joi Cardwell,Jump For Joi,Jump For Joi (Classic Dub),D2,5:15,,,1994,EB 51,Eightball Records,28271584
Deee-Lite,Bring Me Your Love,Bring Me Your Love (Sampladelic Prod. Isness Not Business Mix),A1,3:37,DJ Ani; Lady Kier; Super DJ Dmitry,Deee-Lite,1994,0-66223,Elektra,6887582
Deee-Lite,Bring Me Your Love,Bring Me Your Love (DJ Digit Remix),A2,6:08,,DJ Digit,1994,0-66223,Elektra,6887582
Deee-Lite,Bring Me Your Love,Bring Me Your Love (DJ EFX Remix),A3,4:15,,DJ EFX,1994,0-66223,Elektra,6887582
Deee-Lite,Bring Me Your Love,Party Happenin' People (Sampladelic Prod. Mushroom Mix),B1,4:34,DJ Ani; Lady Kier; Super DJ Dmitry,Deee-Lite,1994,0-66223,Elektra,6887582
Deee-Lite,Bring Me Your Love,Bring Me Your Love (Johnny Vicious Cosmic Isness Remix 1),B2,5:37,,Johnny Vicious,1994,0-66223,Elektra,6887582
Deee-Lite,Bring Me Your Love,Bring Me Your Love (Johnny Vicious Cosmic Isness Remix 2),B3,4:35,,Johnny Vicious,1994,0-66223,Elektra,6887582
Deee-Lite,Runaway,Runaway (Greyhound Extended Mix),A1,5:40,Deee-Lite,,1992,0-66424,Elektra,10534509
Deee-Lite,Runaway,Runaway (Masters At Work Dubb),A2,6:37,Deee-Lite,"Masters At Work; Kenny ""Dope"" Gonzalez; Louie Vega",1992,0-66424,Elektra,10534509
Deee-Lite,Runaway,Runaway (Runapella),A3,1:20,Deee-Lite,,1992,0-66424,Elektra,10534509
Deee-Lite,Runaway,Rubber Lover (Stretched Out Extended Mix),B1,5:13,Deee-Lite,,1992,0-66424,Elektra,10534509
Deee-Lite,Runaway,Rubber Lover (Safe Sex Instrumental),B2,4:29,Deee-Lite,,1992,0-66424,Elektra,10534509
Deee-Lite,Runaway,Runaway (A Deee-Liteful Dub),B3,6:37,Deee-Lite,"Masters At Work; Kenny ""Dope"" Gonzalez; Louie Vega",1992,0-66424,Elektra,10534509
Deee-Lite,E.S.P. / Good Beat,E. S. P. (Ouijee Extended Mix),A1,5:02,,,1991,"66550, 0-66550","Elektra, Elektra",69301
Deee-Lite,E.S.P. / Good Beat,E. S. P. (Yee Yee Radio Mix),A2,3:45,,,1991,"66550, 0-66550","Elektra, Elektra",69301
Deee-Lite,E.S.P. / Good Beat,Riding On Through,A3,4:28,,,1991,"66550, 0-66550","Elektra, Elektra",69301
Deee-Lite,E.S.P. / Good Beat,Beatapella,A4,2:02,,,1991,"66550, 0-66550","Elektra, Elektra",69301
Deee-Lite,E.S.P. / Good Beat,Good Beat (Extend The Beat Mix),B1,6:49,,,1991,"66550, 0-66550","Elektra, Elektra",69301
Deee-Lite,E.S.P. / Good Beat,Good Beat (Shake Your Body To The Beat Mix),B2,5:18,,Pal Joey,1991,"66550, 0-66550","Elektra, Elektra",69301
Deee-Lite,E.S.P. / Good Beat,Good Beat (Turn Up The Radio Mix),B3,3:42,,,1991,"66550, 0-66550","Elektra, Elektra",69301
Deee-Lite,E.S.P. / Good Beat,Good Beat (Reprise),B4,0:38,,,1991,"66550, 0-66550","Elektra, Elektra",69301
Missy Elliott,4 My People,4 My People (Basement Jaxx Vocal Mix Edit),A1,6:48,"D-Man (2), Nisan Stewart",Basement Jaxx,2002,"7559-67287-0, E7286T","Elektra, Elektra",69301
Missy Elliott,4 My People,4 My People (Original Radio Edit),A2,3:49,,,2002,"7559-67287-0, E7286T","Elektra, Elektra",69301
Missy Elliott,4 My People,Get Ur Freak On (Superchumbo's Superfreakon Remix),B,8:53,,Superchumbo,2002,"7559-67287-0, E7286T","Elektra, Elektra",69301
Stella Parton,Country Sweet,Easy To Love,A1,,"David Malloy, Jim Malloy",,1977,"ELK 52 060, (7E-1111)","Elektra, Elektra",4423319
Stella Parton,Country Sweet,Charlie's Baby,A2,,,,1977,"ELK 52 060, (7E-1111)","Elektra, Elektra",4423319
Stella Parton,Country Sweet,A Little Bitty Tear,A3,,,,1977,"ELK 52 060, (7E-1111)","Elektra, Elektra",4423319
Stella Parton,Country Sweet,If You're A Dream,A4,,,,1977,"ELK 52 060, (7E-1111)","Elektra, Elektra",4423319
Stella Parton,Country Sweet,I'm Not That Good At Goodbye,A5,,,,1977,"ELK 52 060, (7E-1111)","Elektra, Elektra",4423319
Stella Parton,Country Sweet,Standard Lie Number One,B1,,,,1977,"ELK 52 060, (7E-1111)","Elektra, Elektra",4423319
Stella Parton,Country Sweet,Danger Of A Stranger,B2,,,,1977,"ELK 52 060, (7E-1111)","Elektra, Elektra",4423319
Stella Parton,Country Sweet,I've Got To Have You For Mine,B3,,,,1977,"ELK 52 060, (7E-1111)","Elektra, Elektra",4423319
Stella Parton,Country Sweet,It's The Little Things,B4,,,,1977,"ELK 52 060, (7E-1111)","Elektra, Elektra",4423319
Stella Parton,Country Sweet,The More The Change,B5,,,,1977,"ELK 52 060, (7E-1111)","Elektra, Elektra",4423319
Róisín Murphy,Let Me Know,Let Me Know (Joey Negro's Destination Boogie Vocal),A,7:11,"Andy Cato, Róisín Murphy",Joey Negro,2007,12EMDJX 728,EMI,1092286
Róisín Murphy,Let Me Know,Let Me Know (Joey Negro's Original Vibe Mix),B,6:59,"Andy Cato, Róisín Murphy",Joey Negro,2007,12EMDJX 728,EMI,1092286
Róisín Murphy,Let Me Know,Let Me Know (Joey Negro's Destination Boogie Dub),C,7:44,"Andy Cato, Róisín Murphy",Joey Negro,2007,12EMDJX 728,EMI,1092286
Róisín Murphy,Let Me Know,Let Me Know (Oscar The Punk Mix),D,6:08,"Andy Cato, Róisín Murphy",Oscar The Punk,2007,12EMDJX 728,EMI,1092286
Judy Cheeks,Respect,Respect (Ultimate Anthem Mix),A1,7:51,,,1995,Y 58341,EMI,401231
Judy Cheeks,Respect,Respect (Dream Team TNT Mix),A2,8:35,,"Steven Barkan, Dream Team (3)",1995,Y 58341,EMI,401231
Judy Cheeks,Respect,Respect (Bottom Dollar Club Mix),B1,7:43,,"Matthew Roberts, Bottom Dollar",1995,Y 58341,EMI,401231
Judy Cheeks,Respect,Respect (Bottom Dollar Dub Mix),B2,7:11,,"Matthew Roberts, Bottom Dollar",1995,Y 58341,EMI,401231
Judy Cheeks,Respect,Respect (Acapella),B3,4:20,,,1995,Y 58341,EMI,401231
Eternal (2),Stay,Stay (Extended Mix),A1,4:53,Nigel Lowis,Teddy Riley,1994,Y-58113,"EMI Records USA, ERG",1166963
Eternal (2),Stay,Stay (Extended Mix),A1,4:53,Nigel Lowis,Teddy Riley,1994,Y-58113,"EMI Records USA, ERG",1166963
Eternal (2),Stay,Stay (Extended Instrumental),A2,6:42,Nigel Lowis,Teddy Riley,1994,Y-58113,"EMI Records USA, ERG",1166963
Eternal (2),Stay,Stay (Extended Instrumental),A2,6:42,Nigel Lowis,Teddy Riley,1994,Y-58113,"EMI Records USA, ERG",1166963
Eternal (2),Stay,Stay (Album Version),A3,3:50,Nigel Lowis,"Jonathan Wales, Paul Jervier, Steve Jervier",1994,Y-58113,"EMI Records USA, ERG",1166963
Eternal (2),Stay,Stay (Album Version),A3,3:50,Nigel Lowis,"Jonathan Wales, Paul Jervier, Steve Jervier",1994,Y-58113,"EMI Records USA, ERG",1166963
Eternal (2),Stay,Stay (Club Mix),B1,4:36,Nigel Lowis,Teddy Riley,1994,Y-58113,"EMI Records USA, ERG",1166963
Eternal (2),Stay,Stay (Club Mix),B1,4:36,Nigel Lowis,Teddy Riley,1994,Y-58113,"EMI Records USA, ERG",1166963
Eternal (2),Stay,Stay (Eternal Mix),B2,4:36,Nigel Lowis,Teddy Riley,1994,Y-58113,"EMI Records USA, ERG",1166963
Eternal (2),Stay,Stay (Eternal Mix),B2,4:36,Nigel Lowis,Teddy Riley,1994,Y-58113,"EMI Records USA, ERG",1166963
Eternal (2),Stay,Stay (Percapella Mix),B3,4:51,Nigel Lowis,Teddy Riley,1994,Y-58113,"EMI Records USA, ERG",1166963
Eternal (2),Stay,Stay (Percapella Mix),B3,4:51,Nigel Lowis,Teddy Riley,1994,Y-58113,"EMI Records USA, ERG",1166963
Eternal (2),Stay,Stay (Extended Mix),A1,4:53,Nigel Lowis,Teddy Riley,1994,Y-58113,"EMI Records USA, ERG",1166963
Eternal (2),Stay,Stay (Extended Mix),A1,4:53,Nigel Lowis,Teddy Riley,1994,Y-58113,"EMI Records USA, ERG",1166963
Eternal (2),Stay,Stay (Extended Instrumental),A2,6:42,Nigel Lowis,Teddy Riley,1994,Y-58113,"EMI Records USA, ERG",1166963
Eternal (2),Stay,Stay (Extended Instrumental),A2,6:42,Nigel Lowis,Teddy Riley,1994,Y-58113,"EMI Records USA, ERG",1166963
Eternal (2),Stay,Stay (Album Version),A3,3:50,Nigel Lowis,"Jonathan Wales, Paul Jervier, Steve Jervier",1994,Y-58113,"EMI Records USA, ERG",1166963
Eternal (2),Stay,Stay (Album Version),A3,3:50,Nigel Lowis,"Jonathan Wales, Paul Jervier, Steve Jervier",1994,Y-58113,"EMI Records USA, ERG",1166963
Eternal (2),Stay,Stay (Club Mix),B1,4:36,Nigel Lowis,Teddy Riley,1994,Y-58113,"EMI Records USA, ERG",1166963
Eternal (2),Stay,Stay (Club Mix),B1,4:36,Nigel Lowis,Teddy Riley,1994,Y-58113,"EMI Records USA, ERG",1166963
Eternal (2),Stay,Stay (Eternal Mix),B2,4:36,Nigel Lowis,Teddy Riley,1994,Y-58113,"EMI Records USA, ERG",1166963
Eternal (2),Stay,Stay (Eternal Mix),B2,4:36,Nigel Lowis,Teddy Riley,1994,Y-58113,"EMI Records USA, ERG",1166963
Eternal (2),Stay,Stay (Percapella Mix),B3,4:51,Nigel Lowis,Teddy Riley,1994,Y-58113,"EMI Records USA, ERG",1166963
Eternal (2),Stay,Stay (Percapella Mix),B3,4:51,Nigel Lowis,Teddy Riley,1994,Y-58113,"EMI Records USA, ERG",1166963
Evelyn King,Hold On To What You've Got,Hold On To What You've Got (Extended LP Mix),A1,8:32,Leon Sylvers,Clivillés & Cole,1988,V-56101,EMI-Manhattan Records,160792
Evelyn King,Hold On To What You've Got,Hold On To What You've Got (Radio Mix),A2,5:49,Leon Sylvers,Clivillés & Cole,1988,V-56101,EMI-Manhattan Records,160792
Evelyn King,Hold On To What You've Got,Hold On To What You've Got (Set-It-Off Dub),A3,5:35,Leon Sylvers,Clivillés & Cole,1988,V-56101,EMI-Manhattan Records,160792
Evelyn King,Hold On To What You've Got,Hold On To What You've Got (Get A Grip Mix),B1,7:22,Leon Sylvers,Clivillés & Cole,1988,V-56101,EMI-Manhattan Records,160792
Evelyn King,Hold On To What You've Got,Hold On To What You've Got (Grip Your Hips Dub),B2,6:34,Leon Sylvers,Clivillés & Cole,1988,V-56101,EMI-Manhattan Records,160792
Evelyn King,Hold On To What You've Got,Hold On To What You've Got (U.K. Extended Mix),B3,8:28,Leon Sylvers,Clivillés & Cole,1988,V-56101,EMI-Manhattan Records,160792
Melba Moore,"Pick Me Up, I'll Dance","Pick Me Up, I'll Dance",A,7:00,McFadden & Whitehead,John Luongo,1978,28-50665,Epic,16003834
Melba Moore,"Pick Me Up, I'll Dance","Pick Me Up, I'll Dance (Instrumental)",B,8:30,McFadden & Whitehead,John Luongo,1978,28-50665,Epic,16003834
Jennifer Lopez,Waiting For Tonight,Waiting For Tonight (Hex's Momentous Club Mix),A1,11:15,Ric Wake,Hex Hector,1999,42 79292,Epic,168521
Jennifer Lopez,Waiting For Tonight,Waiting For Tonight (Pablo Flores Spanglish Miami Radio Edit),A2,3:56,Ric Wake,Pablo Flores,1999,42 79292,Epic,168521
Jennifer Lopez,Waiting For Tonight,Waiting For Tonight (Pablo Flores Miami Mix),B1,10:00,Ric Wake,Pablo Flores,1999,42 79292,Epic,168521
Jennifer Lopez,Waiting For Tonight,Waiting For Tonight (Hex's Momentous Video Edit),B2,4:50,Ric Wake,Hex Hector,1999,42 79292,Epic,168521
Miami Sound Machine,Betcha Say That,Betcha Say That,A,7:20,Emilio & The Jerks,Pablo Flores,1987,49 06962,Epic,2376841
Miami Sound Machine,Betcha Say That,Betcha Say That (Dub Version),B,6:16,Emilio & The Jerks,Pablo Flores,1987,49 06962,Epic,2376841
Miami Sound Machine,Anything For You,Anything For You (English Version),A1,4:02,"Emilio Estefan, Jr.",,1988,49 07825,Epic,1699498
Miami Sound Machine,Anything For You,Anything For You (English/Spanish Version),A2,4:03,"Emilio Estefan, Jr.",,1988,49 07825,Epic,1699498
Miami Sound Machine,Anything For You,Anything For You (Spanish Version),B1,4:02,"Emilio Estefan, Jr.",,1988,49 07825,Epic,1699498
Liza Minnelli,Losing My Mind,Losing My Mind (Ultimix Edit),A1,7:32,"Julian Mendelsohn, Pet Shop Boys",Julian Mendelsohn,1989,49 68858,Epic,151541
Liza Minnelli,Losing My Mind,Losing My Mind (Ultimix Dub),A2,5:07,"Julian Mendelsohn, Pet Shop Boys",Julian Mendelsohn,1989,49 68858,Epic,151541
Liza Minnelli,Losing My Mind,Losing My Mind (Remix),B1,6:59,"Julian Mendelsohn, Pet Shop Boys",Julian Mendelsohn,1989,49 68858,Epic,151541
Liza Minnelli,Losing My Mind,"Losing My Mind (7"" Version)",B2,4:06,"Julian Mendelsohn, Pet Shop Boys",Julian Mendelsohn,1989,49 68858,Epic,151541
Gloria Estefan,Live For Loving You,Live For Loving You (Underground Club Mix),A1,7:22,"Emilio Estefan, Jr",Tommy Musto,1991,49 73971,Epic,1049974
Gloria Estefan,Live For Loving You,Live For Loving You (Live For Clubbing You Mix),A2,6:35,"Emilio Estefan, Jr",Tommy Musto,1991,49 73971,Epic,1049974
Gloria Estefan,Live For Loving You,Live For Loving You (Live For Dubbing You Mix),A3,4:53,"Emilio Estefan, Jr",Tommy Musto,1991,49 73971,Epic,1049974
Gloria Estefan,Live For Loving You,Live For Loving You (South Of The Border Mix),B1,7:11,"Emilio Estefan, Jr","Javier Garza, Pablo Flores",1991,49 73971,Epic,1049974
Gloria Estefan,Live For Loving You,Live For Loving You (South Of The Border Percapella),B2,4:43,"Emilio Estefan, Jr","Javier Garza, Pablo Flores",1991,49 73971,Epic,1049974
Gloria Estefan,Live For Loving You,Live For Loving You (MSM Megamix),B3,7:40,"Emilio Estefan, Jr",Carlos Sarli,1991,49 73971,Epic,1049974
Kathy Sledge,Take Me Back To Love Again,Take Me Back To Love Again (Shelter Me Mix),A1,6:48,"Charles Ferrar, Troy Taylor","Doug DeAngelis, Roger Sanchez",1992,49 74212,Epic,13882981
Kathy Sledge,Take Me Back To Love Again,Take Me Back To Love Again (Soundshaft Mix),A2,6:15,"Charles Ferrar, Troy Taylor","Doug DeAngelis, Roger Sanchez",1992,49 74212,Epic,13882981
Kathy Sledge,Take Me Back To Love Again,Take Me Back To Love Again (Soundshaft Beats),A3,3:00,"Charles Ferrar, Troy Taylor","Doug DeAngelis, Roger Sanchez",1992,49 74212,Epic,13882981
Kathy Sledge,Take Me Back To Love Again,Take Me Back To Love Again (Roger's Favorite Mix),B1,5:30,"Charles Ferrar, Troy Taylor","Doug DeAngelis, Roger Sanchez",1992,49 74212,Epic,13882981
Kathy Sledge,Take Me Back To Love Again,Take Me Back To Love Again (Preston's Piano Mix),B2,5:32,"Charles Ferrar, Troy Taylor","Doug DeAngelis, Roger Sanchez",1992,49 74212,Epic,13882981
Kathy Sledge,Take Me Back To Love Again,Take Me Back To Love Again (Raw Mix),B3,5:00,"Charles Ferrar, Troy Taylor","Doug DeAngelis, Roger Sanchez",1992,49 74212,Epic,13882981
Gloria Estefan,Go Away,Go Away (Underground Vocal Mix),A1,6:30,"Clay Ostwald, Emilio Estefan, Jr., Jorge Casas",Tommy Musto,1993,49 74843,Epic,1075770
Gloria Estefan,Go Away,Go Away (Underground Instrumental Mix),A2,6:05,"Clay Ostwald, Emilio Estefan, Jr., Jorge Casas",Tommy Musto,1993,49 74843,Epic,1075770
Gloria Estefan,Go Away,Go Away (Bonus Beats),A3,2:02,"Clay Ostwald, Emilio Estefan, Jr., Jorge Casas",Tommy Musto,1993,49 74843,Epic,1075770
Gloria Estefan,Go Away,"Go Away (12"" Mix)",B1,6:14,"Clay Ostwald, Emilio Estefan, Jr., Jorge Casas",,1993,49 74843,Epic,1075770
Gloria Estefan,Go Away,Go Away (Dub Mix),B2,6:25,"Clay Ostwald, Emilio Estefan, Jr., Jorge Casas",,1993,49 74843,Epic,1075770
Gloria Estefan,Go Away,Megamix,B3,5:20,Javier Garza,Pablo Flores,1993,49 74843,Epic,1075770
Gloria Estefan,Mi Tierra,Mi Tierra (Underground Vocal),A1,5:40,"Clay Ostwald, Emilio Estefan, Jr., Jorge Casas",Tommy Musto,1993,49 77063,Epic,99515
Gloria Estefan,Mi Tierra,Mi Tierra (Sub-Urban Dub),A2,5:35,"Clay Ostwald, Emilio Estefan, Jr., Jorge Casas",Tommy Musto,1993,49 77063,Epic,99515
Gloria Estefan,Mi Tierra,Mi Tierra (Underground Instrumental),A3,5:57,"Clay Ostwald, Emilio Estefan, Jr., Jorge Casas",Tommy Musto,1993,49 77063,Epic,99515
Gloria Estefan,Mi Tierra,Mi Tierra (Latin Mix),B1,6:45,"Clay Ostwald, Emilio Estefan, Jr., Jorge Casas",Pablo Flores,1993,49 77063,Epic,99515
Gloria Estefan,Mi Tierra,Mi Tierra (Flores Latin House Mix),B2,6:39,"Clay Ostwald, Emilio Estefan, Jr., Jorge Casas",Pablo Flores,1993,49 77063,Epic,99515
Gloria Estefan,Mi Tierra,Mi Tierra (Flores Latin House Dub),B3,4:08,"Clay Ostwald, Emilio Estefan, Jr., Jorge Casas",Pablo Flores,1993,49 77063,Epic,99515
Jennifer Lopez,I'm Real,I'm Real (Murder Remix),A1,4:22,"7 Aurelius, Irv Gotti",,2001,49 79639,Epic,494583
Jennifer Lopez,I'm Real,I'm Real (Dezrok Club Mix),A2,9:23,"Cory Rooney, Troy Oliver",Dezrok,2001,49 79639,Epic,494583
Jennifer Lopez,I'm Real,I'm Real (André Betts Remix),B1,3:37,"Cory Rooney, Troy Oliver","Andre Betts, Lock (3)",2001,49 79639,Epic,494583
Jennifer Lopez,I'm Real,I'm Real (Pablo Flores Club Mix),B2,9:33,"Cory Rooney, Troy Oliver",Pablo Flores,2001,49 79639,Epic,494583
Miami Sound Machine,Conga! (Dance Mix),Conga (Dance Mix),A,6:00,"Emilio Estefan, Jr.",Pablo Flores,1985,49-05253,Epic,210089
Miami Sound Machine,Conga! (Dance Mix),Conga (Instrumental),B,4:52,"Emilio Estefan, Jr.",,1985,49-05253,Epic,210089
Miami Sound Machine,Rhythm Is Gonna Get You,Rhythm Is Gonna Get You,A,7:09,Emilio & The Jerks,Pablo Flores,1987,49-06772,Epic,939383
Miami Sound Machine,Rhythm Is Gonna Get You,Rhythm Is Gonna Get You (Dub Mix),B,5:58,Emilio & The Jerks,Pablo Flores,1987,49-06772,Epic,939383
Liza Minnelli,Losing My Mind,Losing My Mind (Extended Remix),A,7:01,"Julian Mendelsohn, Pet Shop Boys","Julian Mendelsohn, Pet Shop Boys",1989,655144 6,Epic,23348351
Liza Minnelli,Losing My Mind,Losing My Mind,B1,4:09,"Julian Mendelsohn, Pet Shop Boys","Julian Mendelsohn, Pet Shop Boys",1989,655144 6,Epic,23348351
Liza Minnelli,Losing My Mind,Tonight Is Forever,B2,5:03,"Julian Mendelsohn, Pet Shop Boys","Julian Mendelsohn, Pet Shop Boys",1989,655144 6,Epic,23348351
